iter	Logloss
652	0.07670595567
653	0.07667027571
654	0.07657527196
655	0.07656723369
656	0.07649679953
657	0.07642217007
658	0.07637766616
659	0.0763006602
660	0.07621610475
661	0.07620472892
662	0.07609346976
663	0.07598373357
664	0.0758913385
665	0.07585248606
666	0.07581204879
667	0.07573258966
668	0.07567730955
669	0.07562041406
670	0.07552626234
671	0.07551047199
672	0.07546241317
673	0.07541614706
674	0.07531648575
675	0.07525951398
676	0.07520100691
677	0.07518611034
678	0.07515213612
679	0.07511451265
680	0.07507485557
681	0.07501815417
682	0.07497663543
683	0.07491368133
684	0.07485361542
685	0.07484326751
686	0.07477770472
687	0.07473597916
688	0.07464063442
689	0.07454897346
690	0.07449215556
691	0.07444994106
692	0.0744244982
693	0.07434927698
694	0.07423816412
695	0.07412763137
696	0.07407249112
697	0.07398331998
698	0.07390898902
699	0.07387804944
700	0.07379638128
701	0.07370634741
702	0.07361097775
703	0.07353896191
704	0.07346976219
705	0.07338359714
706	0.07334644986
707	0.073272368
708	0.07324085837
709	0.07316558789
710	0.07309621973
711	0.07301499119
712	0.07296712015
713	0.07295671937
714	0.0729218763
715	0.07291200151
716	0.07287353493
717	0.07284575592
718	0.0727825895
719	0.07272279418
720	0.07266396315
721	0.07264345506
722	0.07263445816
723	0.07262488176
724	0.07251606585
725	0.0724694245
726	0.07240911674
727	0.07237337916
728	0.0723330485
729	0.07227313827
730	0.07218910579
731	0.07211897266
732	0.072044433
733	0.07197324927
734	0.07191496181
735	0.07184938323
736	0.07178942692
737	0.07176698469
738	0.07164891691
739	0.07158258693
740	0.07150188444
741	0.07144795035
742	0.07138972417
743	0.0713087319
744	0.071247401
745	0.0711841102
746	0.0711185368
747	0.07107957284
748	0.07104203213
749	0.07098420725
750	0.07091406053
751	0.07085176893
752	0.07078582901
753	0.07072434235
754	0.07070651529
755	0.07063719003
756	0.07060286067
757	0.07057242592
758	0.07055232279
759	0.07051366281
760	0.07043211716
761	0.07034623509
762	0.07030612883
763	0.07027946122
764	0.07020302416
765	0.07008426814
766	0.06999297418
767	0.06996774264
768	0.06990808327
769	0.06985089921
770	0.06981472271
771	0.06975254609
772	0.06970152785
773	0.06962087376
774	0.0695749082
775	0.06951626393
776	0.0694974494
777	0.06944482824
778	0.06939689731
779	0.06936397523
780	0.06928858997
781	0.06925485336
782	0.06919220498
783	0.06917882983
784	0.06913522159
785	0.06911099132
786	0.06907702936
787	0.06903390695
788	0.06896839989
789	0.06891961695
790	0.0688551109
791	0.06879243741
792	0.06874537164
793	0.06867423344
794	0.0686512339
795	0.06861131087
796	0.06854007243
797	0.06848993675
798	0.06844044368
799	0.06836500628
800	0.06832893159
801	0.06827060091
802	0.06821597573
803	0.06813801829
804	0.06809625299
805	0.06805075677
806	0.06799800951
807	0.06793806738
808	0.06787495597
809	0.06784967487
810	0.06777887336
811	0.06773948826
812	0.06769544932
813	0.06765958721
814	0.06764039307
815	0.06760219384
816	0.06756409555
817	0.06753222511
818	0.06747931355
819	0.06744327766
820	0.067373402
821	0.06735226062
822	0.06730413551
823	0.06726526591
824	0.06720304137
825	0.06715525329
826	0.06707987809
827	0.0670302036
828	0.066925282
829	0.06688712453
830	0.06684282588
831	0.06678765698
832	0.06675506691
833	0.06671165293
834	0.06667614096
835	0.06664636073
836	0.06660614677
837	0.06652965619
838	0.06646883487
839	0.06643082969
840	0.06636276552
841	0.06633117113
842	0.06629420287
843	0.06622707913
844	0.06617048084
845	0.06612471029
846	0.06610405538
847	0.06603907325
848	0.06597371794
849	0.06594521479
850	0.06590868568
851	0.06590037079
852	0.06584786905
853	0.06582429347
854	0.06580639366
855	0.06574156054
856	0.06566715772
857	0.0656276689
858	0.06560355354
859	0.06556681067
860	0.06552204687
861	0.06545200885
862	0.06543214729
863	0.06537218836
864	0.06531925984
865	0.06526807487
866	0.06522478125
867	0.06518646499
868	0.06515585363
869	0.06507805696
870	0.06501876647
871	0.0649862154
872	0.0649420445
873	0.0649354805
874	0.06488934794
875	0.06485290192
876	0.0648203942
877	0.06478167147
878	0.06474057216
879	0.06468110915
880	0.06462089205
881	0.0645688693
882	0.06451306003
883	0.0644931703
884	0.06443276109
885	0.06438431401
886	0.0643496406
887	0.06424773109
888	0.06420134582
889	0.06414739614
890	0.06409928565
891	0.06404626513
892	0.06400324177
893	0.06397305867
894	0.06393329507
895	0.06387195721
896	0.06381633416
897	0.06374953787
898	0.06373043159
899	0.06368454909
900	0.06367853585
901	0.06365148086
902	0.06360651047
903	0.06357201163
904	0.06354054234
905	0.06348749201
906	0.06347520872
907	0.06343953758
908	0.06338907728
909	0.0633391704
910	0.06329793175
911	0.06323817198
912	0.06319830262
913	0.06315595144
914	0.06312617071
915	0.06309629161
916	0.06306297071
917	0.06303590655
918	0.06299672069
919	0.06297615911
920	0.06292508643
921	0.06289260595
922	0.06284886989
923	0.06279362305
924	0.06273068762
925	0.06269706725
926	0.06264815961
927	0.06258231984
928	0.06256479797
929	0.06254205364
930	0.06248548934
931	0.06244909402
932	0.06240518542
933	0.06236911364
934	0.06232040082
935	0.0622266978
936	0.06221830931
937	0.06218680644
938	0.06214908771
939	0.06210802248
940	0.06207570993
941	0.06202753612
942	0.06198341024
943	0.06192565976
944	0.06187591338
945	0.06181929581
946	0.06176194581
947	0.06170790307
948	0.0616511928
949	0.06160103907
950	0.06157260854
951	0.0615378015
952	0.06148938832
953	0.0614726354
954	0.06140644657
955	0.06138702461
956	0.06135106395
957	0.06132424457
958	0.06127999352
959	0.06125876851
960	0.06122620306
961	0.06115368871
962	0.06112420399
963	0.06109599454
964	0.06105617621
965	0.06100206283
966	0.06097828682
967	0.06094581443
968	0.06092582764
969	0.06089024135
970	0.06086125471
971	0.06084297919
972	0.06079679421
973	0.06075375816
974	0.06069229134
975	0.06064044583
976	0.06060865853
977	0.06056805472
978	0.06048828899
979	0.06045008301
980	0.0604085403
981	0.06037732339
982	0.06031864666
983	0.06028742897
984	0.06024696097
985	0.06021722826
986	0.06018363887
987	0.06016005642
988	0.06014458405
989	0.06012014628
990	0.06009242135
991	0.06008659845
992	0.06007933718
993	0.06004896606
994	0.06003644218
995	0.05999158601
996	0.05997197561
997	0.05996526069
998	0.05990404227
999	0.05987523827
